order_id,order_date,customer_id,customer_segment,country,product_category,product_name,unit_price,quantity,total_amount,discount_applied,net_amount,payment_method,order_status
1986,2023-03-24 17:00:00,4157,Corporate,Ghana,Electronics,Laptop,1439.67,2,2879.34,10,2591.41,Card,Completed
1987,2023-03-24 18:00:00,1249,Corporate,Kenya,Sports,Smartphone,854.83,1,854.83,5,812.09,Mobile Money,Completed
1988,2023-03-24 19:00:00,1390,Corporate,Nigeria,Electronics,Sneakers,1026.58,4,4106.32,10,3695.69,Bank Transfer,Completed
1989,2023-03-24 20:00:00,4853,Small Business,Ghana,Sports,Blender,1291.15,3,3873.45,10,3486.1,Mobile Money,Completed
1990,2023-03-24 21:00:00,1334,Small Business,Ghana,Sports,Smartphone,568.47,5,2842.35,5,2700.23,Bank Transfer,Cancelled
1991,2023-03-24 22:00:00,1628,Corporate,Ghana,Home & Living,Blender,1489.32,2,2978.64,15,2531.84,Mobile Money,Completed
1992,2023-03-24 23:00:00,4590,Consumer,Ghana,Electronics,Smartphone,1023.95,2,2047.9,5,1945.5,Card,Completed
1993,2023-03-25 00:00:00,1136,Consumer,Nigeria,Fashion,Skincare Kit,641.76,1,641.76,15,545.5,Card,Completed
1994,2023-03-25 01:00:00,3930,Corporate,Ghana,Electronics,Skincare Kit,1019.23,1,1019.23,0,1019.23,Card,Completed
1995,2023-03-25 02:00:00,3735,Small Business,Kenya,Electronics,Skincare Kit,787.3,1,787.3,10,708.57,Mobile Money,Completed
1996,2023-03-25 03:00:00,4911,Consumer,Kenya,Beauty,Sneakers,176.35,4,705.4,5,670.13,Mobile Money,Completed
1997,2023-03-25 04:00:00,2521,Small Business,Nigeria,Fashion,Skincare Kit,1195.84,5,5979.2,0,5979.2,Mobile Money,Cancelled
1998,2023-03-25 05:00:00,1826,Consumer,South Africa,Fashion,Sneakers,850.92,4,3403.68,5,3233.5,Card,Returned
1999,2023-03-25 06:00:00,1726,Corporate,Ghana,Beauty,Laptop,1195.81,1,1195.81,5,1136.02,Mobile Money,Returned
2000,2023-03-25 07:00:00,2500,Small Business,Ghana,Beauty,Skincare Kit,240.82,1,240.82,0,240.82,Mobile Money,Completed
2001,2023-03-25 08:00:00,3641,Consumer,Kenya,Electronics,Sneakers,812.15,2,1624.3,5,1543.08,Bank Transfer,Returned
2002,2023-03-25 09:00:00,4294,Corporate,Nigeria,Home & Living,Smartphone,1152.27,4,4609.08,0,4609.08,Card,Completed
2003,2023-03-25 10:00:00,1989,Corporate,South Africa,Beauty,Sneakers,1482.57,4,5930.28,10,5337.25,Mobile Money,Completed
2004,2023-03-25 11:00:00,3419,Corporate,Kenya,Fashion,Treadmill,1327.75,5,6638.75,0,6638.75,Bank Transfer,Completed
2005,2023-03-25 12:00:00,1934,Small Business,South Africa,Fashion,Sneakers,1297.88,4,5191.52,5,4931.94,Bank Transfer,Completed
2006,2023-03-25 13:00:00,4042,Small Business,Nigeria,Electronics,Treadmill,378.72,5,1893.6,10,1704.24,Bank Transfer,Completed
2007,2023-03-25 14:00:00,1401,Corporate,Nigeria,Home & Living,Smartphone,1258.6,3,3775.8,10,3398.22,Card,Completed
2008,2023-03-25 15:00:00,2466,Small Business,Nigeria,Sports,Sneakers,262.23,5,1311.15,0,1311.15,Bank Transfer,Returned
2009,2023-03-25 16:00:00,4561,Consumer,Kenya,Beauty,Smartphone,305.18,1,305.18,15,259.4,Card,Completed
2010,2023-03-25 17:00:00,1614,Corporate,Nigeria,Beauty,Treadmill,174.07,3,522.21,0,522.21,Bank Transfer,Completed
2011,2023-03-25 18:00:00,2296,Corporate,Kenya,Electronics,Blender,1287.82,2,2575.64,15,2189.29,Mobile Money,Completed
2012,2023-03-25 19:00:00,4597,Small Business,Kenya,Home & Living,Skincare Kit,171.3,2,342.6,0,342.6,Card,Cancelled
2013,2023-03-25 20:00:00,2182,Corporate,Ghana,Fashion,Treadmill,215.79,2,431.58,10,388.42,Card,Completed
2014,2023-03-25 21:00:00,4223,Consumer,Kenya,Fashion,Laptop,376.37,1,376.37,0,376.37,Mobile Money,Completed
2015,2023-03-25 22:00:00,4042,Small Business,Kenya,Sports,Sneakers,863.27,2,1726.54,15,1467.56,Bank Transfer,Completed
2016,2023-03-25 23:00:00,3667,Small Business,Ghana,Fashion,Smartphone,1321.47,5,6607.35,5,6276.98,Card,Cancelled
2017,2023-03-26 00:00:00,3235,Corporate,South Africa,Beauty,Skincare Kit,633.16,1,633.16,15,538.19,Card,Completed
2018,2023-03-26 01:00:00,4884,Corporate,Ghana,Sports,Sneakers,823.97,4,3295.88,10,2966.29,Card,Completed
2019,2023-03-26 02:00:00,2121,Corporate,Ghana,Home & Living,Skincare Kit,258.07,1,258.07,0,258.07,Card,Completed
2020,2023-03-26 03:00:00,1130,Small Business,Nigeria,Sports,Blender,406.26,1,406.26,10,365.63,Card,Completed
2021,2023-03-26 04:00:00,3852,Corporate,Nigeria,Home & Living,Sneakers,209.55,4,838.2,5,796.29,Mobile Money,Completed
2022,2023-03-26 05:00:00,2194,Consumer,Ghana,Fashion,Smartphone,620.78,5,3103.9,5,2948.7,Card,Returned
2023,2023-03-26 06:00:00,3983,Corporate,Nigeria,Electronics,Blender,889.6,3,2668.8,5,2535.36,Card,Cancelled
2024,2023-03-26 07:00:00,4033,Corporate,Ghana,Sports,Sneakers,433.19,4,1732.76,0,1732.76,Mobile Money,Completed
2025,2023-03-26 08:00:00,1182,Small Business,Nigeria,Sports,Skincare Kit,1270.53,1,1270.53,15,1079.95,Bank Transfer,Completed
2026,2023-03-26 09:00:00,4030,Corporate,Kenya,Beauty,Blender,1472.05,2,2944.1,0,2944.1,Card,Cancelled
2027,2023-03-26 10:00:00,1363,Small Business,Nigeria,Beauty,Smartphone,189.03,4,756.12,10,680.51,Mobile Money,Completed
2028,2023-03-26 11:00:00,1038,Corporate,Nigeria,Home & Living,Sneakers,36.61,4,146.44,0,146.44,Mobile Money,Completed
2029,2023-03-26 12:00:00,4598,Consumer,Kenya,Electronics,Skincare Kit,1186.77,3,3560.31,10,3204.28,Bank Transfer,Returned
2030,2023-03-26 13:00:00,4959,Consumer,Ghana,Beauty,Skincare Kit,294.06,1,294.06,0,294.06,Card,Completed
2031,2023-03-26 14:00:00,3544,Small Business,Nigeria,Beauty,Treadmill,536.19,2,1072.38,15,911.52,Card,Completed
2032,2023-03-26 15:00:00,4587,Small Business,Nigeria,Fashion,Blender,597.4,2,1194.8,5,1135.06,Bank Transfer,Returned
2033,2023-03-26 16:00:00,2372,Corporate,Kenya,Fashion,Sneakers,1375.73,3,4127.19,0,4127.19,Mobile Money,Completed
2034,2023-03-26 17:00:00,4029,Corporate,Kenya,Beauty,Treadmill,991.67,2,1983.34,15,1685.84,Mobile Money,Returned
2035,2023-03-26 18:00:00,1920,Consumer,Kenya,Home & Living,Skincare Kit,70.51,5,352.55,0,352.55,Mobile Money,Cancelled
2036,2023-03-26 19:00:00,4468,Corporate,South Africa,Electronics,Blender,32.07,4,128.28,0,128.28,Bank Transfer,Completed
2037,2023-03-26 20:00:00,3769,Consumer,Kenya,Beauty,Laptop,307.36,4,1229.44,5,1167.97,Bank Transfer,Completed
2038,2023-03-26 21:00:00,4232,Small Business,Ghana,Home & Living,Skincare Kit,484.08,2,968.16,10,871.34,Mobile Money,Cancelled
2039,2023-03-26 22:00:00,1015,Corporate,Nigeria,Home & Living,Blender,731.94,2,1463.88,15,1244.3,Card,Returned
2040,2023-03-26 23:00:00,1492,Small Business,Nigeria,Beauty,Laptop,1258.38,2,2516.76,0,2516.76,Card,Completed
2041,2023-03-27 00:00:00,2449,Corporate,South Africa,Home & Living,Blender,479.08,4,1916.32,5,1820.5,Mobile Money,Completed
2042,2023-03-27 01:00:00,2131,Consumer,Nigeria,Sports,Skincare Kit,571.04,2,1142.08,0,1142.08,Card,Completed
2043,2023-03-27 02:00:00,3941,Small Business,Nigeria,Home & Living,Laptop,500.71,5,2503.55,0,2503.55,Mobile Money,Completed
2044,2023-03-27 03:00:00,4521,Small Business,Ghana,Beauty,Blender,23.36,5,116.8,5,110.96,Mobile Money,Completed
2045,2023-03-27 04:00:00,1310,Corporate,Nigeria,Home & Living,Sneakers,1433.25,4,5733.0,0,5733.0,Card,Completed
2046,2023-03-27 05:00:00,1738,Small Business,Ghana,Beauty,Laptop,217.1,1,217.1,0,217.1,Card,Completed
2047,2023-03-27 06:00:00,4241,Consumer,South Africa,Fashion,Blender,438.62,1,438.62,15,372.83,Bank Transfer,Completed
2048,2023-03-27 07:00:00,1545,Small Business,Ghana,Beauty,Sneakers,202.66,1,202.66,15,172.26,Card,Cancelled
2049,2023-03-27 08:00:00,3461,Small Business,Kenya,Home & Living,Laptop,740.91,5,3704.55,15,3148.87,Card,Completed
2050,2023-03-27 09:00:00,1250,Corporate,Kenya,Beauty,Blender,1398.93,3,4196.79,0,4196.79,Card,Completed
2051,2023-03-27 10:00:00,1758,Small Business,South Africa,Electronics,Skincare Kit,160.04,1,160.04,0,160.04,Card,Returned
2052,2023-03-27 11:00:00,2804,Corporate,Nigeria,Beauty,Laptop,666.94,3,2000.82,15,1700.7,Mobile Money,Completed
2053,2023-03-27 12:00:00,4212,Corporate,Ghana,Beauty,Laptop,43.34,4,173.36,0,173.36,Card,Completed
2054,2023-03-27 13:00:00,2297,Small Business,Kenya,Electronics,Sneakers,1158.64,5,5793.2,5,5503.54,Mobile Money,Completed
2055,2023-03-27 14:00:00,4487,Consumer,Ghana,Electronics,Treadmill,965.43,1,965.43,5,917.16,Mobile Money,Completed
2056,2023-03-27 15:00:00,2631,Corporate,Kenya,Electronics,Treadmill,1052.55,5,5262.75,0,5262.75,Bank Transfer,Completed
2057,2023-03-27 16:00:00,4810,Small Business,Ghana,Sports,Blender,713.78,4,2855.12,0,2855.12,Mobile Money,Completed
2058,2023-03-27 17:00:00,2914,Corporate,Nigeria,Beauty,Skincare Kit,1362.37,5,6811.85,10,6130.67,Card,Returned
2059,2023-03-27 18:00:00,4110,Consumer,South Africa,Electronics,Sneakers,620.24,2,1240.48,5,1178.46,Bank Transfer,Completed
2060,2023-03-27 19:00:00,1813,Consumer,Nigeria,Electronics,Laptop,775.99,1,775.99,0,775.99,Bank Transfer,Completed
2061,2023-03-27 20:00:00,1028,Corporate,Ghana,Fashion,Treadmill,1045.98,5,5229.9,10,4706.91,Bank Transfer,Completed
2062,2023-03-27 21:00:00,1957,Consumer,Kenya,Sports,Sneakers,785.64,5,3928.2,5,3731.79,Mobile Money,Completed
2063,2023-03-27 22:00:00,3032,Small Business,Kenya,Beauty,Sneakers,292.11,5,1460.55,10,1314.5,Mobile Money,Returned
2064,2023-03-27 23:00:00,1476,Small Business,South Africa,Home & Living,Sneakers,482.44,4,1929.76,15,1640.3,Mobile Money,Completed
2065,2023-03-28 00:00:00,1317,Corporate,Nigeria,Sports,Laptop,147.52,1,147.52,10,132.77,Bank Transfer,Cancelled
2066,2023-03-28 01:00:00,1244,Consumer,Nigeria,Sports,Smartphone,654.59,1,654.59,15,556.4,Mobile Money,Completed
2067,2023-03-28 02:00:00,1747,Small Business,Nigeria,Fashion,Sneakers,917.99,2,1835.98,0,1835.98,Mobile Money,Returned
2068,2023-03-28 03:00:00,1696,Small Business,Kenya,Beauty,Smartphone,186.61,2,373.22,0,373.22,Bank Transfer,Completed
2069,2023-03-28 04:00:00,1271,Small Business,South Africa,Beauty,Treadmill,949.57,5,4747.85,5,4510.46,Bank Transfer,Completed
2070,2023-03-28 05:00:00,4511,Corporate,Kenya,Electronics,Skincare Kit,1340.38,1,1340.38,10,1206.34,Card,Cancelled
2071,2023-03-28 06:00:00,2771,Corporate,Nigeria,Electronics,Treadmill,513.21,1,513.21,10,461.89,Bank Transfer,Completed
2072,2023-03-28 07:00:00,2262,Small Business,Ghana,Sports,Skincare Kit,340.83,5,1704.15,0,1704.15,Bank Transfer,Completed
2073,2023-03-28 08:00:00,3424,Small Business,Kenya,Fashion,Skincare Kit,1340.58,3,4021.74,5,3820.65,Bank Transfer,Completed
2074,2023-03-28 09:00:00,1265,Consumer,South Africa,Beauty,Treadmill,1041.0,1,1041.0,0,1041.0,Card,Cancelled
2075,2023-03-28 10:00:00,3973,Consumer,Nigeria,Fashion,Blender,167.04,5,835.2,5,793.44,Card,Completed
2076,2023-03-28 11:00:00,1920,Consumer,Ghana,Home & Living,Laptop,618.09,5,3090.45,10,2781.4,Card,Cancelled
2077,2023-03-28 12:00:00,4430,Corporate,Kenya,Beauty,Smartphone,1014.39,3,3043.17,15,2586.69,Bank Transfer,Completed
2078,2023-03-28 13:00:00,1339,Small Business,Ghana,Electronics,Blender,865.83,2,1731.66,5,1645.08,Card,Completed
2079,2023-03-28 14:00:00,1388,Corporate,Ghana,Sports,Smartphone,931.64,5,4658.2,10,4192.38,Bank Transfer,Completed
2080,2023-03-28 15:00:00,3624,Small Business,South Africa,Fashion,Laptop,855.03,1,855.03,5,812.28,Mobile Money,Completed
2081,2023-03-28 16:00:00,4760,Consumer,Kenya,Electronics,Sneakers,1199.11,2,2398.22,15,2038.49,Card,Cancelled
2082,2023-03-28 17:00:00,3050,Consumer,South Africa,Sports,Treadmill,487.44,2,974.88,15,828.65,Mobile Money,Completed
2083,2023-03-28 18:00:00,4500,Consumer,Nigeria,Electronics,Blender,1065.61,2,2131.22,0,2131.22,Bank Transfer,Completed
2084,2023-03-28 19:00:00,2165,Consumer,Ghana,Beauty,Laptop,1486.71,5,7433.55,15,6318.52,Mobile Money,Completed
2085,2023-03-28 20:00:00,1375,Small Business,South Africa,Fashion,Treadmill,591.04,1,591.04,15,502.38,Card,Completed
2086,2023-03-28 21:00:00,4741,Consumer,South Africa,Home & Living,Blender,1188.66,3,3565.98,0,3565.98,Card,Completed
2087,2023-03-28 22:00:00,3033,Small Business,Nigeria,Electronics,Skincare Kit,376.7,4,1506.8,15,1280.78,Bank Transfer,Completed
2088,2023-03-28 23:00:00,3371,Small Business,Kenya,Fashion,Blender,430.03,4,1720.12,0,1720.12,Card,Completed
2089,2023-03-29 00:00:00,1145,Corporate,South Africa,Beauty,Sneakers,1402.95,2,2805.9,5,2665.6,Mobile Money,Returned
2090,2023-03-29 01:00:00,2981,Consumer,Ghana,Electronics,Sneakers,48.65,4,194.6,10,175.14,Mobile Money,Completed
2091,2023-03-29 02:00:00,1292,Consumer,Ghana,Beauty,Smartphone,333.97,4,1335.88,0,1335.88,Card,Completed
2092,2023-03-29 03:00:00,4736,Corporate,Ghana,Home & Living,Blender,729.55,5,3647.75,5,3465.36,Card,Completed
2093,2023-03-29 04:00:00,1431,Small Business,Ghana,Home & Living,Skincare Kit,608.75,3,1826.25,15,1552.31,Bank Transfer,Cancelled
2094,2023-03-29 05:00:00,1704,Consumer,South Africa,Sports,Sneakers,947.46,4,3789.84,5,3600.35,Mobile Money,Returned
2095,2023-03-29 06:00:00,3996,Small Business,Ghana,Sports,Smartphone,297.16,3,891.48,0,891.48,Card,Cancelled
2096,2023-03-29 07:00:00,2998,Corporate,South Africa,Sports,Skincare Kit,115.12,4,460.48,0,460.48,Mobile Money,Completed
2097,2023-03-29 08:00:00,3632,Small Business,Kenya,Beauty,Skincare Kit,560.31,2,1120.62,0,1120.62,Bank Transfer,Cancelled
2098,2023-03-29 09:00:00,1398,Consumer,Ghana,Sports,Skincare Kit,791.29,2,1582.58,0,1582.58,Mobile Money,Completed
2099,2023-03-29 10:00:00,3864,Small Business,Kenya,Fashion,Laptop,847.38,3,2542.14,5,2415.03,Bank Transfer,Completed
2100,2023-03-29 11:00:00,4960,Small Business,South Africa,Beauty,Sneakers,906.23,3,2718.69,10,2446.82,Mobile Money,Completed
2101,2023-03-29 12:00:00,4415,Consumer,Nigeria,Beauty,Laptop,827.51,3,2482.53,10,2234.28,Bank Transfer,Returned
2102,2023-03-29 13:00:00,1963,Consumer,Kenya,Sports,Laptop,376.17,3,1128.51,5,1072.08,Card,Completed
2103,2023-03-29 14:00:00,4211,Small Business,Ghana,Sports,Sneakers,1149.18,1,1149.18,10,1034.26,Card,Cancelled
2104,2023-03-29 15:00:00,3234,Small Business,Nigeria,Beauty,Blender,140.79,2,281.58,15,239.34,Bank Transfer,Completed
2105,2023-03-29 16:00:00,3041,Corporate,Kenya,Home & Living,Treadmill,305.55,4,1222.2,5,1161.09,Mobile Money,Completed
2106,2023-03-29 17:00:00,2828,Consumer,South Africa,Home & Living,Smartphone,1111.67,1,1111.67,5,1056.09,Mobile Money,Cancelled
2107,2023-03-29 18:00:00,3108,Small Business,South Africa,Sports,Treadmill,426.79,3,1280.37,5,1216.35,Mobile Money,Cancelled
2108,2023-03-29 19:00:00,1938,Consumer,South Africa,Home & Living,Treadmill,745.28,4,2981.12,10,2683.01,Card,Completed
2109,2023-03-29 20:00:00,4451,Corporate,Kenya,Fashion,Treadmill,497.52,2,995.04,5,945.29,Card,Completed
2110,2023-03-29 21:00:00,1709,Small Business,South Africa,Fashion,Treadmill,765.4,3,2296.2,5,2181.39,Mobile Money,Completed
2111,2023-03-29 22:00:00,1806,Small Business,Kenya,Fashion,Sneakers,526.52,5,2632.6,0,2632.6,Card,Completed
2112,2023-03-29 23:00:00,2463,Small Business,Ghana,Beauty,Treadmill,1491.37,3,4474.11,0,4474.11,Card,Cancelled
2113,2023-03-30 00:00:00,4390,Consumer,Ghana,Beauty,Smartphone,542.64,4,2170.56,10,1953.5,Card,Completed
2114,2023-03-30 01:00:00,2325,Corporate,Kenya,Beauty,Blender,944.3,2,1888.6,0,1888.6,Bank Transfer,Completed
2115,2023-03-30 02:00:00,4415,Consumer,Kenya,Beauty,Sneakers,1333.63,3,4000.89,15,3400.76,Bank Transfer,Completed
2116,2023-03-30 03:00:00,1010,Small Business,Nigeria,Beauty,Treadmill,960.52,2,1921.04,0,1921.04,Card,Completed
2117,2023-03-30 04:00:00,2085,Corporate,South Africa,Sports,Skincare Kit,853.13,1,853.13,0,853.13,Card,Completed
2118,2023-03-30 05:00:00,2868,Small Business,Ghana,Home & Living,Sneakers,858.15,5,4290.75,5,4076.21,Card,Completed
2119,2023-03-30 06:00:00,3273,Small Business,Ghana,Sports,Blender,749.73,1,749.73,15,637.27,Mobile Money,Completed
2120,2023-03-30 07:00:00,4224,Consumer,Nigeria,Home & Living,Treadmill,1213.29,5,6066.45,15,5156.48,Bank Transfer,Cancelled
2121,2023-03-30 08:00:00,4782,Small Business,Kenya,Sports,Laptop,85.13,1,85.13,0,85.13,Mobile Money,Completed
2122,2023-03-30 09:00:00,3611,Corporate,Kenya,Fashion,Sneakers,1328.84,2,2657.68,10,2391.91,Card,Completed
2123,2023-03-30 10:00:00,1771,Small Business,Nigeria,Electronics,Skincare Kit,883.58,2,1767.16,5,1678.8,Card,Completed
2124,2023-03-30 11:00:00,2594,Small Business,South Africa,Beauty,Sneakers,1274.82,1,1274.82,10,1147.34,Mobile Money,Completed
2125,2023-03-30 12:00:00,2607,Consumer,Kenya,Electronics,Laptop,25.49,4,101.96,10,91.76,Card,Completed
2126,2023-03-30 13:00:00,4731,Corporate,Kenya,Electronics,Sneakers,1305.22,1,1305.22,10,1174.7,Bank Transfer,Completed
2127,2023-03-30 14:00:00,4932,Consumer,South Africa,Fashion,Skincare Kit,189.0,3,567.0,15,481.95,Bank Transfer,Returned
2128,2023-03-30 15:00:00,4646,Small Business,South Africa,Electronics,Blender,1084.61,4,4338.44,10,3904.6,Card,Completed
2129,2023-03-30 16:00:00,2333,Consumer,Nigeria,Electronics,Skincare Kit,630.62,2,1261.24,10,1135.12,Bank Transfer,Returned
2130,2023-03-30 17:00:00,1884,Consumer,Nigeria,Fashion,Blender,1024.8,1,1024.8,15,871.08,Card,Completed
2131,2023-03-30 18:00:00,4314,Consumer,Nigeria,Home & Living,Skincare Kit,946.0,4,3784.0,0,3784.0,Card,Completed
2132,2023-03-30 19:00:00,4564,Consumer,Kenya,Sports,Smartphone,253.46,3,760.38,15,646.32,Card,Completed
2133,2023-03-30 20:00:00,2389,Small Business,Nigeria,Electronics,Sneakers,776.77,5,3883.85,15,3301.27,Bank Transfer,Completed
2134,2023-03-30 21:00:00,4401,Small Business,Kenya,Beauty,Sneakers,423.07,2,846.14,0,846.14,Mobile Money,Completed
2135,2023-03-30 22:00:00,4178,Corporate,Ghana,Fashion,Laptop,845.05,4,3380.2,10,3042.18,Bank Transfer,Completed
2136,2023-03-30 23:00:00,1225,Consumer,South Africa,Electronics,Smartphone,1109.62,4,4438.48,10,3994.63,Bank Transfer,Completed
2137,2023-03-31 00:00:00,1824,Consumer,South Africa,Home & Living,Laptop,131.08,4,524.32,0,524.32,Mobile Money,Completed
2138,2023-03-31 01:00:00,3265,Corporate,Ghana,Home & Living,Sneakers,778.49,1,778.49,10,700.64,Bank Transfer,Cancelled
2139,2023-03-31 02:00:00,1936,Consumer,Nigeria,Beauty,Laptop,930.27,2,1860.54,0,1860.54,Card,Completed
2140,2023-03-31 03:00:00,3800,Corporate,Kenya,Electronics,Blender,450.1,2,900.2,15,765.17,Bank Transfer,Completed
2141,2023-03-31 04:00:00,3553,Small Business,Kenya,Beauty,Smartphone,1429.98,1,1429.98,10,1286.98,Card,Completed
2142,2023-03-31 05:00:00,3306,Corporate,Kenya,Home & Living,Skincare Kit,785.25,1,785.25,10,706.72,Card,Completed
2143,2023-03-31 06:00:00,2911,Consumer,South Africa,Home & Living,Blender,281.95,1,281.95,5,267.85,Bank Transfer,Returned
2144,2023-03-31 07:00:00,4845,Corporate,Nigeria,Sports,Treadmill,170.6,3,511.8,10,460.62,Mobile Money,Completed
2145,2023-03-31 08:00:00,4588,Small Business,Kenya,Home & Living,Skincare Kit,817.07,4,3268.28,5,3104.87,Bank Transfer,Completed
2146,2023-03-31 09:00:00,2796,Consumer,Kenya,Fashion,Laptop,569.11,3,1707.33,10,1536.6,Bank Transfer,Completed
2147,2023-03-31 10:00:00,1053,Small Business,Kenya,Sports,Sneakers,296.9,2,593.8,5,564.11,Bank Transfer,Completed
2148,2023-03-31 11:00:00,4118,Small Business,Ghana,Beauty,Blender,55.74,1,55.74,0,55.74,Card,Completed
2149,2023-03-31 12:00:00,1726,Corporate,Kenya,Home & Living,Smartphone,854.23,4,3416.92,10,3075.23,Card,Completed
2150,2023-03-31 13:00:00,3736,Small Business,Ghana,Fashion,Skincare Kit,901.91,5,4509.55,0,4509.55,Mobile Money,Completed
2151,2023-03-31 14:00:00,2544,Consumer,Kenya,Sports,Treadmill,221.29,4,885.16,5,840.9,Mobile Money,Completed
2152,2023-03-31 15:00:00,4170,Small Business,Kenya,Fashion,Blender,906.59,5,4532.95,5,4306.3,Bank Transfer,Completed
2153,2023-03-31 16:00:00,2043,Small Business,Kenya,Sports,Sneakers,1428.44,4,5713.76,5,5428.07,Mobile Money,Completed
2154,2023-03-31 17:00:00,2913,Corporate,Ghana,Sports,Smartphone,1467.66,1,1467.66,5,1394.28,Bank Transfer,Completed
2155,2023-03-31 18:00:00,2776,Small Business,Kenya,Sports,Smartphone,1333.85,5,6669.25,15,5668.86,Card,Completed
2156,2023-03-31 19:00:00,2596,Corporate,Nigeria,Beauty,Skincare Kit,1212.55,5,6062.75,0,6062.75,Bank Transfer,Cancelled
2157,2023-03-31 20:00:00,2914,Corporate,Kenya,Sports,Blender,321.96,2,643.92,5,611.72,Bank Transfer,Cancelled
2158,2023-03-31 21:00:00,4561,Consumer,Ghana,Sports,Blender,243.09,4,972.36,10,875.12,Bank Transfer,Completed
2159,2023-03-31 22:00:00,3466,Consumer,Ghana,Fashion,Smartphone,672.97,3,2018.91,5,1917.96,Bank Transfer,Returned
2160,2023-03-31 23:00:00,3737,Consumer,Nigeria,Sports,Laptop,933.25,3,2799.75,0,2799.75,Mobile Money,Returned
2161,2023-04-01 00:00:00,1849,Consumer,South Africa,Beauty,Smartphone,1277.51,2,2555.02,15,2171.77,Bank Transfer,Completed
2162,2023-04-01 01:00:00,3109,Corporate,Nigeria,Fashion,Sneakers,355.62,2,711.24,0,711.24,Card,Completed
2163,2023-04-01 02:00:00,4216,Small Business,Nigeria,Sports,Blender,724.68,2,1449.36,10,1304.42,Bank Transfer,Cancelled
2164,2023-04-01 03:00:00,3263,Consumer,Ghana,Fashion,Skincare Kit,974.69,1,974.69,15,828.49,Card,Completed
2165,2023-04-01 04:00:00,1002,Consumer,Kenya,Beauty,Blender,673.93,1,673.93,0,673.93,Mobile Money,Completed
2166,2023-04-01 05:00:00,1159,Consumer,Kenya,Fashion,Smartphone,686.75,1,686.75,5,652.41,Bank Transfer,Completed
2167,2023-04-01 06:00:00,4810,Small Business,South Africa,Beauty,Sneakers,345.42,1,345.42,10,310.88,Card,Completed
2168,2023-04-01 07:00:00,1780,Consumer,South Africa,Home & Living,Laptop,1480.12,2,2960.24,10,2664.22,Bank Transfer,Returned
2169,2023-04-01 08:00:00,4191,Small Business,South Africa,Sports,Blender,718.04,2,1436.08,15,1220.67,Bank Transfer,Completed
2170,2023-04-01 09:00:00,1892,Corporate,South Africa,Beauty,Smartphone,803.79,1,803.79,0,803.79,Mobile Money,Completed
2171,2023-04-01 10:00:00,3030,Corporate,Nigeria,Sports,Treadmill,335.65,1,335.65,10,302.08,Card,Completed
2172,2023-04-01 11:00:00,4160,Corporate,Nigeria,Beauty,Smartphone,776.06,5,3880.3,15,3298.26,Card,Cancelled
2173,2023-04-01 12:00:00,3376,Small Business,Kenya,Electronics,Smartphone,390.47,4,1561.88,5,1483.79,Card,Completed
2174,2023-04-01 13:00:00,1579,Consumer,Nigeria,Electronics,Sneakers,311.48,5,1557.4,5,1479.53,Bank Transfer,Completed
2175,2023-04-01 14:00:00,2933,Consumer,Kenya,Electronics,Smartphone,420.83,4,1683.32,15,1430.82,Mobile Money,Completed
2176,2023-04-01 15:00:00,2380,Consumer,Kenya,Beauty,Smartphone,14.11,1,14.11,0,14.11,Bank Transfer,Completed
2177,2023-04-01 16:00:00,4681,Consumer,Kenya,Sports,Smartphone,859.53,1,859.53,5,816.55,Mobile Money,Completed
2178,2023-04-01 17:00:00,2290,Consumer,Kenya,Electronics,Blender,587.35,1,587.35,5,557.98,Mobile Money,Completed
2179,2023-04-01 18:00:00,2640,Small Business,Ghana,Sports,Smartphone,1349.05,5,6745.25,15,5733.46,Card,Completed
2180,2023-04-01 19:00:00,1951,Corporate,Kenya,Beauty,Sneakers,70.65,2,141.3,0,141.3,Mobile Money,Returned
2181,2023-04-01 20:00:00,4394,Consumer,Nigeria,Sports,Treadmill,74.37,4,297.48,5,282.61,Card,Completed
2182,2023-04-01 21:00:00,3682,Corporate,Nigeria,Sports,Blender,1329.95,5,6649.75,0,6649.75,Bank Transfer,Completed
2183,2023-04-01 22:00:00,1987,Small Business,Nigeria,Electronics,Treadmill,198.7,1,198.7,15,168.9,Bank Transfer,Completed
2184,2023-04-01 23:00:00,4612,Small Business,Nigeria,Fashion,Smartphone,13.22,2,26.44,0,26.44,Mobile Money,Completed
2185,2023-04-02 00:00:00,4720,Consumer,Ghana,Home & Living,Laptop,276.58,5,1382.9,0,1382.9,Card,Completed
2186,2023-04-02 01:00:00,2218,Small Business,South Africa,Beauty,Treadmill,1237.58,4,4950.32,10,4455.29,Card,Completed
2187,2023-04-02 02:00:00,1920,Corporate,South Africa,Beauty,Sneakers,1206.04,1,1206.04,5,1145.74,Bank Transfer,Completed
2188,2023-04-02 03:00:00,3785,Consumer,Kenya,Beauty,Laptop,516.8,4,2067.2,5,1963.84,Mobile Money,Completed
2189,2023-04-02 04:00:00,2355,Consumer,Kenya,Home & Living,Sneakers,1005.37,1,1005.37,5,955.1,Card,Completed
2190,2023-04-02 05:00:00,1169,Corporate,Nigeria,Fashion,Laptop,765.8,1,765.8,0,765.8,Card,Completed
